System,Facility,CCN,State,State_full,County,City,Zip,Profit Status,Status,Lat,Long
Emory Healthcare,Emory University Hospital Midtown,110078,GA,Georgia,Fulton County,,30308,Non-profit,2011-2016,33.77121,-84.3831
Emory Healthcare,Emory Rehabilitation Hospital,113031,GA,Georgia,DeKalb County,,30322,Non-profit,2011-2016,33.79476,-84.33082
Emory Healthcare,Emory University Hospital,110010,GA,Georgia,DeKalb County,,30322,Non-profit,2011-2016,33.79476,-84.32082
Emory Healthcare,Emory University Hospital at Wesley Woods,110203,GA,Georgia,DeKalb County,,30329,Non-profit,2011-2016,33.82695,-84.32297
Emory Healthcare,Emory Saint Joseph's Hospital,110082,GA,Georgia,Fulton County,Atlanta,30342,Non-profit,2011-2016,33.88205,-84.37464
EvergreenHealth,EvergreenHealth Kirkland,500124,WA,Washington,King County,Kirkland,98034,Non-profit,2011-2016,47.71578,-122.21582
EvergreenHealth,EvergreenHealth Monroe,500084,WA,Washington,Snohomish County,Monroe,98272,Non-profit,2011-2016,47.8493,-121.88519
"HCA - Nashville, TN",Centennial Medical Center,blank,TN,Tennessee,Davidson County,Nashville,37203,For profit,Future Prospects: 2020,36.14934,-86.79034
"HCA - Nashville, TN",Parkland Medical Center,blank,NH,New Hampshire,Rockingham County,Derry,3038,For profit,Future Prospects: 2020,42.88877,-71.27988
"HCA - Nashville, TN",Portsmouth Regional Hospital,blank,NH,New Hampshire,Rockingham County,Portsmouth,3801,For profit,Future Prospects: 2020,43.07292,-70.8052
"HCA - Nashville, TN",Reston Hospital Center,blank,VA,Virginia,Fairfax County,Reston,20190,For profit,Future Prospects: 2020,38.95978,-77.33687
"HCA - Nashville, TN",Dominion Hospital,blank,VA,Virginia,Falls Church City,Falls Church,22044,For profit,Future Prospects: 2020,38.85971,-77.15559
"HCA - Nashville, TN",CJW Medical Center - Chippenham Campus,blank,VA,Virginia,Richmond city,Richmond,23225,For profit,Future Prospects: 2020,37.51843,-77.51105
"HCA - Nashville, TN",Henrico Doctors' Hospital - Forest Campus,blank,VA,Virginia,Henrico County,Richmond,23229,For profit,Future Prospects: 2020,37.58728,-77.57281
"HCA - Nashville, TN",John Randolph Medical Center,blank,VA,Virginia,Hopewell city,Hopewell,23860,For profit,Future Prospects: 2020,37.27984,-77.2173
"HCA - Nashville, TN",LewisGale Hospital at Montgomery,blank,VA,Virginia,Montgomery County,Blacksburg,24060,For profit,Future Prospects: 2020,37.25676,-80.42107
"HCA - Nashville, TN",LewisGale Medical Center,blank,VA,Virginia,Salem city,Salem,24153,For profit,Future Prospects: 2020,37.30012,-80.1106
"HCA - Nashville, TN",LewisGale Hospital at Pulaski,blank,VA,Virginia,Pulaski County,Pulaski,24301,For profit,Future Prospects: 2020,37.06048,-80.79978
"HCA - Nashville, TN",LewisGale Hospital at Alleghany,blank,VA,Virginia,Alleghany County,Low Moor,24457,For profit,Future Prospects: 2020,37.77063,-79.92017
"HCA - Nashville, TN",Trident Medical Center,blank,SC,South Carolina,Charleston County,Charleston,29406,For profit,Future Prospects: 2020,32.9353,-80.03261
"HCA - Nashville, TN",Colleton Medical Center,blank,SC,South Carolina,Colleton County,Walterboro,29488,For profit,Future Prospects: 2020,32.90658,-80.67209
"HCA - Nashville, TN",Grand Strand Regional Medical Center,blank,SC,South Carolina,Horry County,Myrtle Beach,29572,For profit,Future Prospects: 2020,33.76917,-78.78915
"HCA - Nashville, TN",Eastside Medical Center,blank,GA,Georgia,Gwinnett County,Snellville,30078,For profit,Future Prospects: 2020,33.86165,-84.01787
"HCA - Nashville, TN",Cartersville Medical Center,blank,GA,Georgia,Bartow County,Cartersville,30120,For profit,Future Prospects: 2020,34.16708,-84.85534
"HCA - Nashville, TN",Polk Medical Center,blank,GA,Georgia,Polk County,Cedartown,30125,For profit,Future Prospects: 2020,34.00204,-85.27502
"HCA - Nashville, TN",Redmond Regional Medical Center,blank,GA,Georgia,Floyd County,Rome,30165,For profit,Future Prospects: 2020,34.30358,-85.27154
"HCA - Nashville, TN",Doctors Hospital of Augusta,blank,GA,Georgia,Richmond County,Augusta,30909,For profit,Future Prospects: 2020,33.4717,-82.0834
"HCA - Nashville, TN",Fairview Park Hospital,blank,GA,Georgia,Laurens County,Dublin,31021,For profit,Future Prospects: 2020,32.49307,-82.93909
"HCA - Nashville, TN",Coliseum Psychiatric Center,blank,GA,Georgia,Bibb County,Macon,31201,For profit,Future Prospects: 2020,32.80946,-83.61684
"HCA - Nashville, TN",Coliseum Northside Hospital,blank,GA,Georgia,Bibb County,Macon,31210,For profit,Future Prospects: 2020,32.90485,-83.73572
"HCA - Nashville, TN",Coliseum Medical Center,blank,GA,Georgia,Bibb County,Macon,31217,For profit,Future Prospects: 2020,32.84493,-83.50636
"HCA - Nashville, TN",Lake City Medical Center,blank,FL,Florida,Columbia County,Lake City,32055,For profit,Future Prospects: 2020,30.27019,-82.63038
"HCA - Nashville, TN",Orange Park Medical Center,blank,FL,Florida,Clay County,Orange Park,32073,For profit,Future Prospects: 2020,30.17026,-81.73936
"HCA - Nashville, TN",Specialty Hospital of Jacksonville,blank,FL,Florida,Duval County,Jacksonville,32207,For profit,Future Prospects: 2020,30.29,-81.63997
"HCA - Nashville, TN",Memorial Hospital,blank,FL,Florida,Duval County,Jacksonville,32216,For profit,Future Prospects: 2020,35.02794,-85.28369
"HCA - Nashville, TN",Capital Regional Medical Center,blank,FL,Florida,Leon County,Tallahassee,32308,For profit,Future Prospects: 2020,30.47711,-84.22457
"HCA - Nashville, TN",Gulf Coast Medical Center,blank,FL,Florida,Bay County,Panama City,32405,For profit,Future Prospects: 2020,30.2004,-85.6679
"HCA - Nashville, TN",West Florida Hospital,blank,FL,Florida,Escambia County,Pensacola,32514,For profit,Future Prospects: 2020,30.53185,-87.22196
"HCA - Nashville, TN",Fort Walton Beach Medical Center,blank,FL,Florida,Okaloosa County,Fort Walton Beach,32547,For profit,Future Prospects: 2020,30.46868,-86.66717
"HCA - Nashville, TN",Twin Cities Hospital,blank,FL,Florida,Okaloosa County,Niceville,32578,For profit,Future Prospects: 2020,30.51024,-86.45223
"HCA - Nashville, TN",North Florida Regional Medical Center,blank,FL,Florida,Alachua County,Gainesville,32605,For profit,Future Prospects: 2020,29.6766,-82.37363
"HCA - Nashville, TN",Central Florida Regional Hospital,blank,FL,Florida,Seminole County,Sanford,32771,For profit,Future Prospects: 2020,28.8135,-81.32647
"HCA - Nashville, TN",Northwest Medical Center,blank,FL,Florida,Broward County,Margate,33063,For profit,Future Prospects: 2020,26.25012,-80.20883
"HCA - Nashville, TN",Mercy Hospital,blank,FL,Florida,Miami-Dade County,Miami,33133,For profit,Future Prospects: 2020,25.7298,-80.24319
"HCA - Nashville, TN",Kendall Regional Medical Center,blank,FL,Florida,Miami-Dade County,Miami,33175,For profit,Future Prospects: 2020,25.73402,-80.40677
"HCA - Nashville, TN",Aventura Hospital and Medical Center,blank,FL,Florida,Miami-Dade County,Aventura,33180,For profit,Future Prospects: 2020,25.96074,-80.14199
"HCA - Nashville, TN",Plantation General Hospital,blank,FL,Florida,Broward County,Plantation,33317,For profit,Future Prospects: 2020,26.1122,-80.2264
"HCA - Nashville, TN",University Hospital and Medical Center,blank,FL,Florida,Broward County,Tamarac,33321,For profit,Future Prospects: 2020,26.21204,-80.2696
"HCA - Nashville, TN",Westside Regional Medical Center,blank,FL,Florida,Broward County,Plantation,33324,For profit,Future Prospects: 2020,26.11236,-80.27416
"HCA - Nashville, TN",Columbia Hospital,blank,FL,Florida,Palm Beach County,West Palm Beach,33407,For profit,Future Prospects: 2020,26.75779,-80.09574
"HCA - Nashville, TN",JFK Medical Center,blank,FL,Florida,Palm Beach County,Atlantis,33462,For profit,Future Prospects: 2020,26.58055,-80.07352
"HCA - Nashville, TN",Palms West Hospital,blank,FL,Florida,Palm Beach County,Loxahatchee,33470,For profit,Future Prospects: 2020,26.72709,-80.32037
"HCA - Nashville, TN",Brandon Regional Hospital,blank,FL,Florida,Hillsborough County,Brandon,33511,For profit,Future Prospects: 2020,27.90985,-82.2946
"HCA - Nashville, TN",South Bay Hospital,blank,FL,Florida,Hillsborough County,Sun City Center,33573,For profit,Future Prospects: 2020,27.72364,-82.35938
"HCA - Nashville, TN",Northside Hospital & Tampa Bay Heart Institute,blank,FL,Florida,Pinellas County,Saint Petersburg,33709,For profit,Future Prospects: 2020,27.81714,-82.73058
"HCA - Nashville, TN",Saint Petersburg General Hospital,blank,FL,Florida,Pinellas County,Saint Petersburg,33710,For profit,Future Prospects: 2020,27.79012,-82.73041
"HCA - Nashville, TN",Edward White Hospital,blank,FL,Florida,Pinellas County,Saint Petersburg,33713,For profit,Future Prospects: 2020,27.78879,-82.67754
"HCA - Nashville, TN",Largo Medical Center,blank,FL,Florida,Pinellas County,Largo,33770,For profit,Future Prospects: 2020,27.91468,-82.80359
"HCA - Nashville, TN",Fawcett Memorial Hospital,blank,FL,Florida,Charlotte County,Port Charlotte,33952,For profit,Future Prospects: 2020,26.99012,-82.0922
"HCA - Nashville, TN",Blake Medical Center,blank,FL,Florida,Manatee County,Bradenton,34209,For profit,Future Prospects: 2020,27.49492,-82.64316
"HCA - Nashville, TN",Englewood Community Hospital,blank,FL,Florida,Sarasota County,Englewood,34223,For profit,Future Prospects: 2020,26.98035,-82.35198
"HCA - Nashville, TN",Doctors Hospital of Sarasota,blank,FL,Florida,Sarasota County,Sarasota,34233,For profit,Future Prospects: 2020,27.28375,-82.47299
"HCA - Nashville, TN",Ocala Regional Medical Center,blank,FL,Florida,Marion County,Ocala,34471,For profit,Future Prospects: 2020,29.16053,-82.12878
"HCA - Nashville, TN",Oak Hill Hospital,blank,FL,Florida,Hernando County,Brooksville,34613,For profit,Future Prospects: 2020,28.57453,-82.56846
"HCA - Nashville, TN",Community Hospital,blank,FL,Florida,Pasco County,New Port Richey,34652,For profit,Future Prospects: 2020,28.23662,-82.73668
"HCA - Nashville, TN",Regional Medical Center Bayonet Point,blank,FL,Florida,Pasco County,Hudson,34667,For profit,Future Prospects: 2020,28.39201,-82.65806
"HCA - Nashville, TN",Osceola Regional Medical Center,blank,FL,Florida,Osceola County,Kissimmee,34741,For profit,Future Prospects: 2020,28.30548,-81.42571
"HCA - Nashville, TN",Lawnwood Regional Medical Center & Heart Institute,blank,FL,Florida,St. Lucie County,Fort Pierce,34950,For profit,Future Prospects: 2020,27.4435,-80.32967
"HCA - Nashville, TN",Saint Lucie Medical Center,blank,FL,Florida,St. Lucie County,Port Saint Lucie,34952,For profit,Future Prospects: 2020,27.29562,-80.29887
"HCA - Nashville, TN",Raulerson Hospital,blank,FL,Florida,Okeechobee County,Okeechobee,34972,For profit,Future Prospects: 2020,27.50653,-80.92711
"HCA - Nashville, TN",Centennial Medical Center at Ashland City,blank,TN,Tennessee,Cheatham County,Ashland City,37015,For profit,Future Prospects: 2020,36.28415,-87.07721
"HCA - Nashville, TN",Horizon Medical Center,blank,TN,Tennessee,Dickson County,Dickson,37055,For profit,Future Prospects: 2020,36.07848,-87.44265
"HCA - Nashville, TN",Hendersonville Medical Center,blank,TN,Tennessee,Sumner County,Hendersonville,37075,For profit,Future Prospects: 2020,36.33996,-86.60659
"HCA - Nashville, TN",Summit Medical Center,blank,TN,Tennessee,Davidson County,Hermitage,37076,For profit,Future Prospects: 2020,36.14946,-86.58188
"HCA - Nashville, TN",StoneCrest Medical Center,blank,TN,Tennessee,Rutherford County,Smyrna,37167,For profit,Future Prospects: 2020,35.95858,-86.53269
"HCA - Nashville, TN",Skyline Medical Center,blank,TN,Tennessee,Davidson County,Nashville,37207,For profit,Future Prospects: 2020,36.23284,-86.77657
"HCA - Nashville, TN",Southern Hills Medical Center,blank,TN,Tennessee,Davidson County,Nashville,37211,For profit,Future Prospects: 2020,36.06718,-86.7237
"HCA - Nashville, TN",Parkridge Medical Center,blank,TN,Tennessee,Hamilton County,Chattanooga,37404,For profit,Future Prospects: 2020,35.02794,-85.26869
"HCA - Nashville, TN",Garden Park Medical Center,blank,MS,Mississippi,Harrison County,Gulfport,39503,For profit,Future Prospects: 2020,30.4776,-89.15358
"HCA - Nashville, TN",Frankfort Regional Medical Center,blank,KY,Kentucky,Franklin County,Frankfort,40601,For profit,Future Prospects: 2020,38.23397,-84.88086
"HCA - Nashville, TN",Greenview Regional Hospital,blank,KY,Kentucky,Warren County,Bowling Green,42104,For profit,Future Prospects: 2020,36.87837,-86.45125
"HCA - Nashville, TN",Terre Haute Regional Hospital,blank,IN,Indiana,Vigo County,Terre Haute,47802,For profit,Future Prospects: 2020,39.35111,-87.40744
"HCA - Nashville, TN",Research Belton Hospital,blank,MO,Missouri,Cass County,Belton,64012,For profit,Future Prospects: 2020,38.78686,-94.54993
"HCA - Nashville, TN",Centerpoint Medical Center,blank,MO,Missouri,Jackson County,Independence,64057,For profit,Future Prospects: 2020,39.06923,-94.32405
"HCA - Nashville, TN",Lee's Summit Medical Center,blank,MO,Missouri,Jackson County,Lee's Summit,64063,For profit,Future Prospects: 2020,38.912,-94.35161
"HCA - Nashville, TN",Lafayette Regional Health Center,blank,MO,Missouri,Lafayette County,Lexington,64067,For profit,Future Prospects: 2020,39.15592,-93.83556
"HCA - Nashville, TN",Research Psychiatric Center,blank,MO,Missouri,Jackson County,Kansas City,64101,For profit,Future Prospects: 2020,39.10355,-94.60073
"HCA - Nashville, TN",Research Medical Center,blank,MO,Missouri,Jackson County,Kansas City,64132,For profit,Future Prospects: 2020,38.98676,-94.54164
"HCA - Nashville, TN",Menorah Medical Center,blank,KS,Kansas,Johnson County,Overland Park,66209,For profit,Future Prospects: 2020,38.8991,-94.64373
"HCA - Nashville, TN",Overland Park Regional Medical Center,blank,KS,Kansas,Johnson County,Overland Park,66215,For profit,Future Prospects: 2020,38.95701,-94.74297
"HCA - Nashville, TN",Allen County Hospital,blank,KS,Kansas,Allen County,Iola,66749,For profit,Future Prospects: 2020,37.93754,-95.40782
"HCA - Nashville, TN",Wesley Medical Center,blank,KS,Kansas,Sedgwick County,Wichita,67214,For profit,Future Prospects: 2020,37.70721,-97.31786
"HCA - Nashville, TN",Galichia Heart Hospital,blank,KS,Kansas,Sedgwick County,Wichita,67220,For profit,Future Prospects: 2020,37.75153,-97.27912
"HCA - Nashville, TN",Tulane Medical Center,blank,LA,Louisiana,Orleans Parish,New Orleans,70112,For profit,Future Prospects: 2020,29.95705,-90.07686
"HCA - Nashville, TN",Lakeview Regional Medical Center,blank,LA,Louisiana,St. Tammany Parish,Covington,70433,For profit,Future Prospects: 2020,30.46329,-90.13839
"HCA - Nashville, TN",The Regional Medical Center of Acadiana,blank,LA,Louisiana,Lafayette Parish,Lafayette,70506,For profit,Future Prospects: 2020,30.19554,-92.0813
"HCA - Nashville, TN",Savoy Medical Center,blank,LA,Louisiana,Evangeline Parish,Mamou,70554,For profit,Future Prospects: 2020,30.62249,-92.4793
"HCA - Nashville, TN",Dauterive Hospital,blank,LA,Louisiana,Iberia Parish,New Iberia,70563,For profit,Future Prospects: 2020,30.02466,-91.72841
"HCA - Nashville, TN",Rapides Regional Medical Center,blank,LA,Louisiana,Rapides Parish,Alexandria,71301,For profit,Future Prospects: 2020,31.27427,-92.46874
"HCA - Nashville, TN",Oklahoma University Medical Center Edmond,blank,OK,Oklahoma,Oklahoma County,Edmond,73034,For profit,Future Prospects: 2020,35.70184,-97.4255
"HCA - Nashville, TN",Oklahoma University Medical Center,blank,OK,Oklahoma,Oklahoma County,Oklahoma City,73104,For profit,Future Prospects: 2020,35.47526,-97.50391
"HCA - Nashville, TN",Las Colinas Medical Center,blank,TX,Texas,Dallas County,Irving,75039,For profit,Future Prospects: 2020,32.88752,-96.94225
"HCA - Nashville, TN",Medical Center of Lewisville,blank,TX,Texas,Denton County,Lewisville,75057,For profit,Future Prospects: 2020,33.04952,-96.98383
"HCA - Nashville, TN",Medical Center of McKinney,blank,TX,Texas,Collin County,McKinney,75069,For profit,Future Prospects: 2020,33.16547,-96.59469
"HCA - Nashville, TN",Medical Center of Plano,blank,TX,Texas,Collin County,Plano,75075,For profit,Future Prospects: 2020,33.02137,-96.74102
"HCA - Nashville, TN",Green Oaks Hospital,blank,TX,Texas,Dallas County,Dallas,75201,For profit,Future Prospects: 2020,32.7878,-96.79948
"HCA - Nashville, TN",Medical City Hospital,blank,TX,Texas,Dallas County,Dallas,75230,For profit,Future Prospects: 2020,32.90237,-96.79205
"HCA - Nashville, TN",Medical Center of Arlington,blank,TX,Texas,Tarrant County,Arlington,76015,For profit,Future Prospects: 2020,32.69221,-97.13341
"HCA - Nashville, TN",Plaza Medical Center of Fort Worth,blank,TX,Texas,Tarrant County,Fort Worth,76104,For profit,Future Prospects: 2020,32.7287,-97.31777
"HCA - Nashville, TN",North Hills Hospital,blank,TX,Texas,Tarrant County,North Richland Hills,76180,For profit,Future Prospects: 2020,32.83996,-97.22499
"HCA - Nashville, TN",Denton Regional Medical Center,blank,TX,Texas,Denton County,Denton,76210,For profit,Future Prospects: 2020,33.15036,-97.096
"HCA - Nashville, TN",Texas Orthopedic Hospital,blank,TX,Texas,Harris County,Houston,77030,For profit,Future Prospects: 2020,29.70629,-95.3976
"HCA - Nashville, TN",The Woman's Hospital of Texas,blank,TX,Texas,Harris County,Houston,77054,For profit,Future Prospects: 2020,29.68088,-95.40493
"HCA - Nashville, TN",West Houston Medical Center,blank,TX,Texas,Harris County,Houston,77082,For profit,Future Prospects: 2020,29.72359,-95.64179
"HCA - Nashville, TN",Conroe Regional Medical Center,blank,TX,Texas,Montgomery County,Conroe,77304,For profit,Future Prospects: 2020,30.32957,-95.5141
"HCA - Nashville, TN",Kingwood Medical Center,blank,TX,Texas,Harris County,Kingwood,77339,For profit,Future Prospects: 2020,30.04922,-95.22136
"HCA - Nashville, TN",Bayshore Medical Center,blank,TX,Texas,Harris County,Pasadena,77504,For profit,Future Prospects: 2020,29.64802,-95.18998
"HCA - Nashville, TN",Mainland Medical Center,blank,TX,Texas,Galveston County,Texas City,77591,For profit,Future Prospects: 2020,29.39941,-94.99751
"HCA - Nashville, TN",Clear Lake Regional Medical Center,blank,TX,Texas,Harris County,Webster,77598,For profit,Future Prospects: 2020,29.53781,-95.13687
"HCA - Nashville, TN",Methodist Ambulatory Surgery Hospital,blank,TX,Texas,Bexar County,San Antonio,78201,For profit,Future Prospects: 2020,29.46876,-98.53324
"HCA - Nashville, TN",Methodist Texsan Hospital,blank,TX,Texas,Bexar County,San Antonio,78201,For profit,Future Prospects: 2020,29.46876,-98.52324
"HCA - Nashville, TN",Methodist Hospital,blank,TX,Texas,Bexar County,San Antonio,78229,For profit,Future Prospects: 2020,29.50555,-98.5772
"HCA - Nashville, TN",Methodist Stone Oak Hospital,blank,TX,Texas,Bexar County,San Antonio,78258,For profit,Future Prospects: 2020,29.6337,-98.50105
"HCA - Nashville, TN",Bayview Behavioral Hospital,blank,TX,Texas,Nueces County,Corpus Christi,78401,For profit,Future Prospects: 2020,27.79814,-97.40096
"HCA - Nashville, TN",Corpus Christi Medical Center - Doctors Regional,blank,TX,Texas,Nueces County,Corpus Christi,78411,For profit,Future Prospects: 2020,27.72946,-97.38567
"HCA - Nashville, TN",Rio Grande Regional Hospital,blank,TX,Texas,Hidalgo County,McAllen,78503,For profit,Future Prospects: 2020,26.16531,-98.24764
"HCA - Nashville, TN",Valley Regional Medical Center,blank,TX,Texas,Cameron County,Brownsville,78526,For profit,Future Prospects: 2020,25.99101,-97.43946
"HCA - Nashville, TN",Saint David's Round Rock Medical Center,blank,TX,Texas,Williamson County,Round Rock,78681,For profit,Future Prospects: 2020,30.53345,-97.71975
"HCA - Nashville, TN",Saint David's South Austin Medical Center,blank,TX,Texas,Travis County,Austin,78704,For profit,Future Prospects: 2020,30.24315,-97.76037
"HCA - Nashville, TN",Saint David's Medical Center,blank,TX,Texas,Travis County,Austin,78705,For profit,Future Prospects: 2020,30.29143107,-97.74259509
"HCA - Nashville, TN",Saint David's Rehabilitation Hospital,blank,TX,Texas,Travis County,Austin,78705,For profit,Future Prospects: 2020,30.28961472,-97.73700492
"HCA - Nashville, TN",Heart Hospital of Austin,blank,TX,Texas,Travis County,Austin,78756,For profit,Future Prospects: 2020,30.32227,-97.74017
"HCA - Nashville, TN",Saint David's North Austin Medical Center,blank,TX,Texas,Travis County,Austin,78758,For profit,Future Prospects: 2020,30.38799,-97.70684
"HCA - Nashville, TN",Las Palmas Medical Center,blank,TX,Texas,El Paso County,El Paso,79902,For profit,Future Prospects: 2020,31.78845013,-106.5004
"HCA - Nashville, TN",Spalding Rehabilitation Hospital,blank,CO,Colorado,Arapahoe County,Aurora,80010,For profit,Future Prospects: 2020,39.73881,-104.86247
"HCA - Nashville, TN",The Medical Center of Aurora,blank,CO,Colorado,Arapahoe County,Aurora,80012,For profit,Future Prospects: 2020,39.69975,-104.83761
"HCA - Nashville, TN",Swedish Medical Center,blank,CO,Colorado,Arapahoe County,Englewood,80113,For profit,Future Prospects: 2020,39.64216,-104.96251
"HCA - Nashville, TN",Sky Ridge Medical Center,blank,CO,Colorado,Douglas County,Lone Tree,80124,For profit,Future Prospects: 2020,39.53184,-104.89207
"HCA - Nashville, TN",Presbyterian/Saint Luke's Medical Center,blank,CO,Colorado,Denver County,Denver,80218,For profit,Future Prospects: 2020,39.73084,-104.9707
"HCA - Nashville, TN",Rose Medical Center,blank,CO,Colorado,Denver County,Denver,80220,For profit,Future Prospects: 2020,39.7338,-104.9166
"HCA - Nashville, TN",North Suburban Medical Center,blank,CO,Colorado,Adams County,Thornton,80229,For profit,Future Prospects: 2020,39.85544,-104.95739
"HCA - Nashville, TN",Eastern Idaho Regional Medical Center,blank,ID,Idaho,Bonneville County,Idaho Falls,83404,For profit,Future Prospects: 2020,43.42448,-112.01199
"HCA - Nashville, TN",West Valley Medical Center,blank,ID,Idaho,Canyon County,Caldwell,83605,For profit,Future Prospects: 2020,43.66239,-116.65642
"HCA - Nashville, TN",Lakeview Hospital,blank,UT,Utah,Davis County,Bountiful,84010,For profit,Future Prospects: 2020,40.86774,-111.86726
"HCA - Nashville, TN",Timpanogos Regional Hospital,blank,UT,Utah,Utah County,Orem,84057,For profit,Future Prospects: 2020,40.31425,-111.7104
"HCA - Nashville, TN",Saint Mark's Hospital,blank,UT,Utah,Salt Lake County,Salt Lake City,84124,For profit,Future Prospects: 2020,40.67722,-111.81329
"HCA - Nashville, TN",Brigham City Community Hospital,blank,UT,Utah,Box Elder County,Brigham City,84302,For profit,Future Prospects: 2020,41.54808,-112.04562
"HCA - Nashville, TN",Ogden Regional Medical Center,blank,UT,Utah,Weber County,Ogden,84405,For profit,Future Prospects: 2020,41.15797,-111.96657
"HCA - Nashville, TN",Mountain View Hospital,blank,UT,Utah,Utah County,Payson,84651,For profit,Future Prospects: 2020,39.95422,-111.71465
"HCA - Nashville, TN",Sunrise Hospital & Medical Center,blank,NV,Nevada,Clark County,Las Vegas,89109,For profit,Future Prospects: 2020,36.12535,-115.16373
"HCA - Nashville, TN",MountainView Hospital,blank,NV,Nevada,Clark County,Las Vegas,89128,For profit,Future Prospects: 2020,36.19682,-115.26436
"HCA - Nashville, TN",Southern Hills Hospital & Medical Center,blank,NV,Nevada,Clark County,Las Vegas,89148,For profit,Future Prospects: 2020,36.0588,-115.31039
"HCA - Nashville, TN",West Hills Hospital & Medical Center,blank,CA,California,Los Angeles County,West Hills,91307,For profit,Future Prospects: 2020,34.20164,-118.66216
"HCA - Nashville, TN",Los Robles Hospital and Medical Center,blank,CA,California,Ventura County,Thousand Oaks,91360,For profit,Future Prospects: 2020,34.21272,-118.88213
"HCA - Nashville, TN",Riverside Community Hospital,blank,CA,California,Riverside County,Riverside,92501,For profit,Future Prospects: 2020,33.99542,-117.37361
"HCA - Nashville, TN",Regional Medical Center of San Jose,blank,CA,California,Santa Clara County,San Jose,95116,For profit,Future Prospects: 2020,37.35042,-121.85258
"HCA - Nashville, TN",Good Samaritan Hospital,blank,CA,California,Santa Clara County,San Jose,95124,For profit,Future Prospects: 2020,37.25689,-121.92272
"HCA - Nashville, TN",Alaska Regional Hospital,blank,AK,Alaska,Anchorage Municipality,Anchorage,99508,For profit,Future Prospects: 2020,61.2007,-149.81447
Hospital Sisters Health System,St. Nicholas Hospital,520044,WI,Wisconsin,Sheboygan,Sheboygan,53081,Non-profit,2019,43.71278,-87.74034
Hospital Sisters Health System,St. Clare Memorial Hospital,521310,WI,Wisconsin,Oconto,Oconto Falls,54154,Non-profit,2019,44.86808,-88.18844
Hospital Sisters Health System,St. Vincent Hospital,520075,WI,Wisconsin,Brown,Green Bay,54301,Non-profit,2019,44.48205,-88.02034
Hospital Sisters Health System,St. Mary's Hospital Medical Center,520097,WI,Wisconsin,Brown,Green Bay,54303,Non-profit,2019,44.53866,-88.05007
Hospital Sisters Health System,Sacred Heart Hospital,520013,WI,Wisconsin,Eau Claire,Eau Claire,54701,Non-profit,2019,44.74438,-91.51059
Hospital Sisters Health System,St. Joseph's Hospital,520017,WI,Wisconsin,Chippewa,Chippewa Falls,54729,Non-profit,2019,44.94401,-91.39494
Hospital Sisters Health System,St. Francis Hospital,141350,IL,Illinois,Montgomery,Litchfield,62056,Non-profit,2019,39.17874,-89.671
Hospital Sisters Health System,St. Joseph's Hospital (IL),140145,IL,Illinois,Clinton,Breese,62230,Non-profit,2019,38.64037,-89.52681
Hospital Sisters Health System,Holy Family Hospital,140137,IL,Illinois,Bond,Greenville,62246,Non-profit,2019,38.8888,-89.42627
Hospital Sisters Health System,St. Elizabeth's Hospital,140187,IL,Illinois,St. Clair,O Fallon,62269,Non-profit,2019,38.60337,-89.91603
Hospital Sisters Health System,St. Anthony's Memorial Hospital,140032,IL,Illinois,Effingham,Effingham,62401,Non-profit,2019,39.11953,-88.56417
Hospital Sisters Health System,St. Mary's Hospital,140166,IL,Illinois,Macon,Decatur,62521,Non-profit,2019,39.81509,-88.92533
Hospital Sisters Health System,St. John's Hospital,140053,IL,Illinois,Sangamon,Springfield,62769,Non-profit,2019,39.80553,-89.644864
Island Hospital,Island Hospital,500007,WA,Washington,Skagit County,Anacortes,98221,-,2011-2016,48.50321,-122.65492
LifePoint,Memorial Medical Center - Main Campus,blank,PA,Pennsylvania,Cambria County,Johnstown,15905,For profit,Future Prospects: 2020,40.28712,-78.97841
LifePoint,Fauquier Health,490023,VA,Virginia,Fauquier,Warrenton,20186,For profit,2019,38.70158,-77.84441
LifePoint,Sovah Health - Martinsville,–,VA,Virginia,Martinsville,Martinsville,24112,For profit,2019,36.72729,-79.84428
LifePoint,Twin County Regional Healthcare,490115,VA,Virginia,Galax,Galax,24333,For profit,2019,36.63831,-80.92884
LifePoint,Wythe County Community Hospital,490111,VA,Virginia,Wythe,Wytheville,24382,For profit,2019,36.96023,-81.09972
LifePoint,Sovah Health - Danville,490075,VA,Virginia,Danville,Danville,24541,For profit,2019,36.59208,-79.51244
LifePoint,Clinch Valley Health,490060,VA,Virginia,Tazewell,Richlands,24641,For profit,2019,37.11584,-81.80374
LifePoint,Logan Regional Medical Center,blank,WV,West Virginia,Logan County,Logan,25601,For profit,Future Prospects: 2020,37.859,-82.00464
LifePoint,Central Carolina Hospital,340020,NC,North Carolina,Lee County,Sanford,27330,For profit,2018,35.51635,-79.18719
LifePoint,Maria Parham Health,340132,NC,North Carolina,Vance County,Henderson,27536,For profit,2018,36.3267,-78.40885
LifePoint,Person Memorial Hospital,340159,NC,North Carolina,Person County,Roxboro,27573,For profit,2018,36.3968,-78.97602
LifePoint,Wilson Medical Center,340126,NC,North Carolina,Wilson County,Wilson,27893,For profit,2018,35.69204,-77.90257
LifePoint,Rutherford Regional Health System,340013,NC,North Carolina,Rutherford County,Rutherfordton,28139,For profit,2018,35.3487,-81.99232
